Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price
5160-1,Aquazone Accessories,1995,Service Packs,Miscellaneous,Aquazone,Normal,Polybag,0,LEGO exclusive,18,,96,0,,0,
5268-1,Small Low Profile Tyres,1995,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,8,,36,0,,0,
5269-1,Lift-Arms and Triangles,1995,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,12,,47,0,,0,
5287-1,Plates and Gear Racks,1995,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,18,,23,0,,0,
5288-1,"Gear Blocks, Housings and Axles",1995,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,12,,45,0,,0,
5541-1,Blue Fury,1995,Model Team,Model making,,Normal,Box,0,Retail,421,,1619,4.5,,0,
5810-1,Vanity Fun,1995,Belville,Girls,,Normal,{Not specified},0,{Not specified},23,1,327,0,,0,
5830-1,Fun-Day Sundaes,1995,Belville,Girls,,Normal,{Not specified},0,{Not specified},29,2,261,0,,0,
5840-1,Garden Playmates,1995,Belville,Girls,,Normal,{Not specified},0,{Not specified},87,1,247,0,,0,
6008-1,Royal King,1995,Castle,Historical,Royal Knights,Normal,Box,0,Retail,10,1,4867,3.5,,2,80
6036-1,Skeleton Surprise,1995,Castle,Historical,Royal Knights,Normal,Box,0,Retail,74,2,4892,3.9,,1,70
6044-1,King's Carriage,1995,Castle,Historical,Royal Knights,Normal,Box,0,Retail,124,4,3398,3.8,,1,350
6078-1,Royal Drawbridge,1995,Castle,Historical,Royal Knights,Normal,Box,0,Retail,258,5,2808,4,,0,
6090-1,Royal Knight's Castle,1995,Castle,Historical,Royal Knights,Normal,Box,0,Retail,764,11,3734,4.6,,3,1489.556
6115-1,Shark Scout,1995,Aquazone,Action/Adventure,Aquasharks,Normal,Box,0,Retail,28,1,8974,3.5,,0,
6125-1,Sea Sprint 9,1995,Aquazone,Action/Adventure,Aquanauts,Normal,Box,0,Retail,32,1,9495,3.6,,2,36
6155-1,Deep Sea Predator,1995,Aquazone,Action/Adventure,Aquasharks,Normal,Box,0,Retail,103,1,6503,4.1,,0,
6175-1,Crystal Explorer Sub,1995,Aquazone,Action/Adventure,Aquanauts,Normal,Box,0,Retail,167,2,6180,4.2,,1,250
6195-1,Neptune Discovery Lab,1995,Aquazone,Action/Adventure,Aquanauts,Normal,Box,0,Retail,508,4,3712,4.6,,0,
6254-1,Rocky Reef,1995,Pirates,Historical,,Normal,Box,0,Retail,103,3,2354,3.9,,0,
6263-1,Imperial Outpost,1995,Pirates,Historical,Imperial Guards,Normal,Box,0,Retail,216,4,2298,4.1,,0,
6279-1,Skull Island,1995,Pirates,Historical,,Normal,Box,0,Retail,378,6,2420,4.3,,1,749
6336-1,Launch Response Unit,1995,Town,Modern day,Launch Command,Normal,Box,0,Retail,185,2,2849,3.9,,2,135
6338-1,Hurricane Harbour,1995,Town,Modern day,Coastguard,Normal,Box,0,Retail,364,3,1446,4,,0,
6339-1,Shuttle Launch Pad,1995,Town,Modern day,Launch Command,Normal,Box,0,Retail,564,4,3641,4.5,,0,
6414-1,Dolphin Point,1995,Town,Modern day,Paradisa,Normal,Box,0,Retail,207,4,1137,4.2,,1,570.966
6484-1,F1 Hauler,1995,Town,Modern day,Rescue,Normal,Box,0,Retail,269,3,1407,4.2,,0,
6516-1,Moon Walker,1995,Town,Modern day,Launch Command,Normal,Box,0,Retail,34,1,5369,3.4,,2,23.99
6525-1,Blaze Commander,1995,Town,Modern day,Fire,Normal,Box,0,Retail,50,1,3032,3.5,,1,15
6535-1,Dumper,1995,Town,Modern day,Construction,Normal,Box,0,Retail,42,1,3031,3.4,,0,
6544-1,Shuttle Transcon 2,1995,Town,Modern day,Launch Command,Normal,Box,0,Retail,342,3,2936,4.3,,0,
6562-1,Gas Stop Shop,1995,Town,Modern day,Shops and Services,Normal,Box,0,Retail,221,3,2089,4,,1,130.5
6596-1,Wave Master,1995,Town,Modern day,Boats,Normal,Box,0,Retail,134,1,2554,4.1,,1,45
6614-1,Launch Evac 1,1995,Town,Modern day,Launch Command,Normal,Box,0,Retail,122,1,4433,4,,1,43.99
6639-1,Raven Racer,1995,Town,Modern day,Racing,Normal,Box,0,Retail,66,1,2177,3.3,,0,
6649-1,Street Sweeper,1995,Town,Modern day,Maintenance,Normal,Box,0,Retail,63,1,6093,4.1,,0,
8210-1,Nitro GTX bike,1995,Technic,Technical,,Normal,Box,0,Retail,86,,3273,3.5,,0,
8225-1,Road Rally V,1995,Technic,Technical,,Normal,Box,0,Retail,96,1,2472,3.7,,0,
8235-1,Front End Loader,1995,Technic,Technical,,Normal,Box,0,Retail,165,1,1461,3.6,,0,
8280-1,Fire Engine,1995,Technic,Technical,,Normal,Box,0,Retail,424,2,1014,4,,0,
8412-1,Nighthawk,1995,Technic,Technical,,Normal,Box,0,Retail,286,,1519,4.1,,0,
8422-1,Circuit Shock Racer,1995,Technic,Technical,,Normal,Box,0,Retail,315,,1849,3.8,,0,
8440-1,Formula Flash,1995,Technic,Technical,,Normal,Box,0,Retail,414,,1662,3.6,,0,
8460-1,Pneumatic Crane Truck,1995,Technic,Technical,,Normal,Box,0,Retail,850,,1718,4.4,,0,
8485-1,Control Centre II,1995,Technic,Technical,,Normal,Box,0,Retail,1079,,1281,4.5,,0,
9170-1,Community People Set,1995,Dacta,Educational,,Normal,{Not specified},0,{Not specified},18,18,21,0,,0,
9171-1,World People,1995,Dacta,Educational,,Normal,{Not specified},0,{Not specified},24,24,24,0,,0,
9180-1,Medical Centre,1995,Dacta,Educational,Duplo,Normal,{Not specified},0,{Not specified},69,7,5,0,,0,
9605-1,4.5V Technic Resource Set,1995,Dacta,Educational,Technic,Normal,Box,0,Educational,268,,31,0,,0,
9609-1,Technology Resource Set,1995,Dacta,Educational,Technic,Normal,Box,0,{Not specified},1733,,32,0,,0,
9616-1,Wheels and Axles Set,1995,Dacta,Educational,Technic,Normal,{Not specified},0,{Not specified},75,1,75,0,,0,
9652-1,Fun Time Gears,1995,Dacta,Educational,Duplo,Normal,{Not specified},0,{Not specified},27,,16,0,,0,
9653-1,Mechanical Toy Shop,1995,Dacta,Educational,Duplo,Normal,Plastic box,0,Educational,32,2,14,0,,0,
9660-1,Early Structures,1995,Dacta,Educational,Duplo,Normal,{Not specified},0,{Not specified},107,2,18,0,,0,
9701-1,Control Lab Building Set,1995,Dacta,Educational,Technic,Normal,Plastic box,0,{Not specified},557,,54,0,,0,
9751-1,Control Lab Serial Interface & Adapter,1995,Dacta,Educational,Technic,Normal,Box,0,{Not specified},2,,66,0,,0,
9891-1,Angle Sensor,1995,Dacta,Educational,,Normal,{Not specified},0,{Not specified},1,,60,0,,2,3.7328
9938-1,Conveyor Belt Links,1995,Dacta,Educational,,Normal,{Not specified},0,{Not specified},36,,31,0,,0,
BONUS-1,LEGO Festival Bonus Offer Pack,1995,Basic,Basic,,Other,{Not specified},0,{Not specified},414,,7,0,,,
MM02JAN1995-1,Mania Magazine January - February 1995,1995,Books,Miscellaneous,Mania Magazine,Book,{Not specified},0,{Not specified},,,10,0,,,
MM03MAR1995-1,Mania Magazine March - April 1995,1995,Books,Miscellaneous,Mania Magazine,Book,{Not specified},0,{Not specified},,,11,0,,,
MM04MAY1995-1,Mania Magazine May - June 1995,1995,Books,Miscellaneous,Mania Magazine,Book,{Not specified},0,{Not specified},,,10,0,,,
MM05JUL1995-1,Mania Magazine July - August 1995,1995,Books,Miscellaneous,Mania Magazine,Book,{Not specified},0,{Not specified},,,12,0,,,
MM06SEP1995-1,Mania Magazine September - October 1995,1995,Books,Miscellaneous,Mania Magazine,Book,{Not specified},0,{Not specified},,,12,0,,,
MM07NOV1995-1,Mania Magazine November - December 1995,1995,Books,Miscellaneous,Mania Magazine,Book,{Not specified},0,{Not specified},,,12,0,,,
624-1,"Basic Motor, 9V",1996,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},27,,156,0,,0,
626-1,"Building Plate, Green",1996,Basic,Basic,Supplementaries,Normal,Other,0,Retail,1,,3636,4.1,4.99,10,7.95
627-1,"Building Plate, Blue",1996,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},1,,671,4,,0,
628-1,X-Large Baseplate Grey,1996,Basic,Basic,Supplementaries,Normal,Shrink-wrapped,0,Retail,1,,3964,4,14.99,2,15
629-1,Three Building Plates,1996,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},3,,104,0,,0,
630-1,"Brick Separator, Green",1996,Basic,Basic,Supplementaries,Normal,Polybag,0,Retail,1,,2137,4.4,2.49,0,
631-1,Doors and Windows,1996,Basic,Basic,Supplementaries,Normal,Box,0,Retail,52,,310,0,,0,
632-1,Wheels and Tyres,1996,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},60,,124,0,,0,
633-1,Roof Tiles,1996,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},50,,363,0,,0,
634-1,Extra Bricks in Red,1996,Basic,Basic,Supplementaries,Normal,Box,0,Retail,62,,100,0,,0,
635-1,Extra Bricks in White,1996,Basic,Basic,Supplementaries,Normal,Box,0,Retail,62,,114,0,,0,
636-1,"Pull Back Motor, 3+",1996,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},8,,67,0,,0,
637-1,Play Table,1996,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},3,,49,0,,0,
638-1,"Lots of Extra Basic Bricks, 3+",1996,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},404,,44,0,,0,
639-1,"Lots of Extra Basic Bricks, 5+",1996,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},400,,55,0,,0,
1129-3,LEGO MANIA T-Shirt,1996,Gear,Miscellaneous,Clothing,Gear,{Not specified},0,LEGO exclusive,,,5,0,,0,
1728-1,Crystal Crawler,1996,Aquazone,Action/Adventure,Aquanauts,Normal,Box,0,Retail - limited,97,1,2512,3.7,,0,
1737-1,Scorpion Detector,1996,Space,Action/Adventure,Exploriens,Normal,Box,0,Retail - limited,196,2,1228,4.2,,1,337.5
1747-1,Treasure Surprise,1996,Pirates,Historical,,Normal,Box,0,Retail,22,1,2170,3.4,,2,32
1749-1,Paravane,1996,Aquazone,Action/Adventure,Aquanauts,Normal,Box,0,Retail,16,1,2356,3.4,,0,
1751-1,Small Bulk Bucket,1996,Duplo,Pre-school,,Normal,Bucket,0,Retail,27,1,19,0,,0,
1752-1,Boat with Armor,1996,Castle,Historical,Royal Knights,Normal,Box,0,Retail,21,1,2023,3.5,,0,
1753-1,Medium Bulk Bucket,1996,Duplo,Pre-school,,Normal,Bucket,0,Retail - limited,47,1,16,0,,0,
1754-1,Supplementary Set,1996,Duplo,Pre-school,,Normal,Box,0,Retail,100,,14,0,,,
1776-1,Bonus Value Bucket,1996,Basic,Basic,,Normal,{Not specified},0,{Not specified},950,,175,0,,0,
1777-1,Plane,1996,Basic,Basic,,Normal,Polybag,0,{Not specified},10,,228,0,,0,
1778-1,Boat,1996,Basic,Basic,,Normal,Polybag,0,{Not specified},9,,218,0,,0,
1779-1,Helicopter,1996,Basic,Basic,,Normal,Polybag,0,{Not specified},10,,207,0,,0,
1784-1,Animals Bulk Box,1996,Duplo,Pre-school,,Normal,Box,0,Retail - limited,21,,27,0,,0,
1796-1,Freestyle Bucket,1996,Freestyle,Basic,,Normal,Bucket,1,Retail,641,,168,0,,0,
1797-1,Bonus Bucket,1996,Duplo,Pre-school,,Normal,Bucket,0,Retail - limited,90,,42,0,,0,
1802-1,Tidy Treasure,1996,Pirates,Historical,,Normal,Polybag,0,Promotional,22,1,434,0,,1,45
1804-1,Crossbow Boat,1996,Castle,Historical,Royal Knights,Normal,Polybag,0,Retail - limited,21,1,671,0,,1,50.956
1806-1,Underwater Scooter,1996,Aquazone,Action/Adventure,Aquanauts,Normal,Polybag,0,Retail - limited,16,1,1169,3.9,,0,
1808-1,Light Aircraft and Ground Support,1996,Town,Modern day,Special,Normal,Box,0,Promotional (Airline),122,2,373,0,,0,
1809-1,Aeroplane,1996,Basic,Basic,,Normal,Polybag,0,Promotional (Airline),29,,174,0,,0,
1815-1,Paradisa Lifeguard,1996,Town,Modern day,Paradisa,Normal,Box,1,Retail - limited,36,2,428,0,,1,77
1817-1,Sea Plane with Hut and Boat,1996,Town,Modern day,Special,Normal,Box,2,Promotional (Airline),135,3,371,0,,1,50
1818-1,Aircraft and Ground Support Equipment and Vehicle.,1996,Town,Modern day,Special,Normal,Box,0,Promotional (Airline),203,3,138,0,,0,
1821-1,Rally Racers,1996,Town,Modern day,Racing,Normal,Box,0,Retail - limited,196,3,953,4,,0,
1823-1,Yacht,1996,Basic,Basic,,Normal,Polybag,0,{Not specified},10,,191,0,,0,
1843-1,Space/Castle value pack,1996,Assorted,Miscellaneous,Bonus/Value pack,Collection,Box,0,Retail - limited,48,2,732,0,,4,200
1843-2,{Spacecraft},1996,Space,Action/Adventure,Spyrius,Normal,Box,0,Retail - limited,,,106,0,,,
1843-3,{Catapult},1996,Castle,Historical,Royal Knights,Normal,Box,0,Retail - limited,48,,592,0,,,
1846-1,Freestyle Set,1996,Freestyle,Basic,,Normal,Polybag,0,Retail - limited,25,,44,0,,1,2.421
1847-1,Freestyle Set,1996,Freestyle,Basic,,Normal,Polybag,0,Retail - limited,33,1,57,0,,0,
1853-1,Hypno Cruiser,1996,Time Cruisers,Action/Adventure,,Normal,Tub,0,Retail - limited,157,2,854,0,,0,
1854-1,House with Roof-Windows,1996,Town,Modern day,Special,Normal,Box,0,Promotional,144,2,485,4.3,,0,
1856-1,Water Park Tub,1996,Duplo,Pre-school,,Normal,Tub,0,Retail,71,,22,0,,0,
1857-1,Super Value Brick Pack,1996,Basic,Basic,,Normal,Box,0,Retail,950,,47,0,,0,
1858-1,Droid Scout,1996,Space,Action/Adventure,Exploriens,Normal,Box,0,Retail,23,1,1306,3.4,,0,
1859-1,Aeroplane,1996,Basic,Basic,,Normal,Polybag,0,{Not specified},9,,152,0,,0,
1861-1,Box of Bricks,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},49,,21,0,,0,
1866-1,Stack-n-Learn Sampler,1996,Duplo,Pre-school,,Normal,Polybag,0,{Not specified},2,,9,0,,,
1868-1,Freestyle Box,1996,Freestyle,Basic,,Normal,Box,0,Retail,220,,31,0,,0,
1869-1,South African Flag,1996,Basic,Basic,,Normal,{Not specified},0,{Not specified},80,,45,0,,0,
2004-1,Jumbo Building Tub,1996,Duplo,Pre-school,Primo,Normal,Tub,0,Retail - limited,51,1,12,0,,0,
2005-1,Duplo Primo,1996,Primo,Pre-school,,Normal,{Not specified},0,{Not specified},17,1,14,0,,0,
2006-1,Primo Box,1996,Duplo,Pre-school,Primo,Normal,Box,0,Retail,19,,11,0,,0,
2078-1,Starter Box,1996,Primo,Pre-school,,Normal,{Not specified},0,{Not specified},4,,16,0,,0,
2091-1,Primo Tumbler,1996,Duplo,Pre-school,Primo,Normal,{Not specified},0,{Not specified},20,1,48,0,,0,
2092-1,Primo Cannister,1996,Duplo,Pre-school,Primo,Normal,{Not specified},0,{Not specified},10,1,23,0,,0,
2100-1,Souvenir Box,1996,Basic,Basic,,Normal,Box,0,Retail - limited,,,14,0,,,
2119-1,Small Freestyle Bucket,1996,Freestyle,Basic,,Normal,Bucket,0,Retail - limited,,,10,0,,,
2120-1,Freestyle Set,1996,Freestyle,Basic,,Normal,Box,0,Retail - limited,,,11,0,,,
2140-1,Roadside Recovery Van and Tow Truck,1996,Town,Modern day,Special,Normal,Box,0,Promotional,255,3,399,0,,0,
2146-1,Sort and Store Suitcase,1996,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},803,,78,0,,0,
2150-1,Train Station,1996,Trains,Modern day,9V,Normal,Box,0,Retail - limited,599,8,693,4.6,,0,
2220-1,Build 'n' Play Fire Theme,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},54,3,21,0,,0,
2221-1,Build 'n' Play Circus Theme,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},81,4,20,0,,0,
2321-1,Happy Birthday Building Set,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},32,1,23,0,,0,
2339-1,Basic Box,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},49,,17,0,,0,
2346-1,Train Oval Suitcase,1996,Duplo,Pre-school,,Normal,Other,0,Retail - limited,54,2,27,0,,0,
2349-1,Basic Storage Unit,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},41,1,16,0,,0,
2356-1,Duplo Jumbo Tub,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},117,3,27,0,,0,
2673-1,Motorcycle Patrol,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},5,1,127,0,,0,
2674-1,Racing Team,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},7,2,60,0,,0,
2683-1,Police Station,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},34,3,32,0,,0,
2685-1,Water Park,1996,Duplo,Pre-school,,Normal,Box,0,Retail - limited,47,4,27,0,,0,
2694-1,Play Farm,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},40,3,35,0,,0,
2695-1,Pony Carriage,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},3,1,112,0,,0,
2696-1,Farm Tractor,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},10,1,104,0,,0,
2697-1,Farm Animals,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},16,1,68,0,,0,
2698-1,Farm,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},32,,38,0,,0,
2699-1,The DUPLO Farm,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},64,4,45,0,,0,
2731-1,Push-Along Play Train,1996,Duplo,Pre-school,Trains,Normal,{Not specified},0,{Not specified},9,1,121,0,,0,
2739-1,Tip Wagon,1996,Duplo,Pre-school,Trains,Normal,{Not specified},0,{Not specified},10,,107,0,,0,
2741-1,Electric Train Starter Set,1996,Duplo,Pre-school,Trains,Normal,{Not specified},0,{Not specified},34,2,140,0,,0,
2745-1,Deluxe Electric Train Set,1996,Duplo,Pre-school,Trains,Normal,{Not specified},0,{Not specified},83,3,137,0,,0,
2781-1,Bathroom,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},24,2,21,0,,0,
2791-1,Playground,1996,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},31,2,27,0,,0,
2917-1,Aeroplane,1996,Duplo,Pre-school,Toolo,Normal,{Not specified},0,{Not specified},19,1,40,0,,0,
2935-1,Fire Engine,1996,Duplo,Pre-school,Toolo,Normal,{Not specified},0,{Not specified},34,3,73,0,,0,
4002-1,Riptide Racer,1996,Boats,Modern day,,Normal,Box,0,Retail,54,1,2431,3.8,,0,
4012-1,Wave Cops,1996,Boats,Modern day,,Normal,Box,0,Retail,99,2,1757,4,,1,250
4022-1,C26 Sea Cutter,1996,Boats,Modern day,,Normal,Box,0,Retail,193,3,1227,4,,0,
4135-1,"Freestyle Canister, 3+",1996,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},121,,77,0,,0,
4147-1,"Freestyle Canister, 4+",1996,Freestyle,Basic,,Normal,Box,0,Retail,187,,46,0,,0,
4532-1,Manual Level Crossing,1996,Trains,Modern day,9V,Normal,Box,0,Retail,135,1,1557,4,,1,130.5
4559-1,Cargo Railway,1996,Trains,Modern day,9V,Normal,Box,1,Retail,842,7,2598,4.3,,1,609
4565-1,Freight and Crane Railway,1996,Trains,Modern day,9V,Normal,Box,1,Retail,914,3,1927,4.4,,0,
5027-1,Duplo Start / Stop Rail Plus Straight Rail,1996,Service Packs,Miscellaneous,Duplo,Normal,Polybag,0,LEGO exclusive,3,,35,0,,0,
5028-1,Duplo Primo Plate 4 x 4 Blue,1996,Service Packs,Miscellaneous,Primo,Normal,Polybag,0,LEGO exclusive,1,,22,0,,0,
5029-1,"Duplo Family, Caucasian",1996,Service Packs,Miscellaneous,Duplo,Normal,Polybag,0,LEGO exclusive,5,6,33,0,,0,
5087-1,Duplo Toolo Wrench,1996,Service Packs,Miscellaneous,Toolo,Normal,Polybag,0,LEGO exclusive,1,,20,0,,0,
5089-1,"Duplo Family, African American",1996,Service Packs,Miscellaneous,Duplo,Normal,Polybag,0,LEGO exclusive,5,6,14,0,,0,
5090-1,"Duplo Family, Asian",1996,Service Packs,Miscellaneous,Duplo,Normal,Polybag,0,LEGO exclusive,5,6,14,0,,0,
5091-1,"Duplo Family, Hispanic",1996,Service Packs,Miscellaneous,Duplo,Normal,Polybag,0,LEGO exclusive,5,6,14,0,,0,
5110-2,Pneumatic Value Pack,1996,Service Packs,Miscellaneous,Technic,Collection,Polybag,0,LEGO exclusive,9,,26,0,,0,
5128-1,"Transparent Plates, Bricks, Toolholders",1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,80,,60,0,,0,
5129-1,Space Accessories (Exploriens),1996,Service Packs,Miscellaneous,Space,Normal,Polybag,0,LEGO exclusive,25,,59,0,,0,
5130-1,"Windows, Seats, Steering Wheels",1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,14,,53,0,,0,
5131-1,"Hinges, Couplings, Turntables",1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,27,,38,0,,0,
5133-1,Town Accessories,1996,Service Packs,Miscellaneous,Town,Normal,Polybag,0,LEGO exclusive,47,,160,0,,1,13
5140-1,Basic Bricks Red,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,62,,28,0,,0,
5141-1,Basic Bricks Blue,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,62,,27,0,,0,
5142-1,Basic Bricks White,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,62,,33,0,,0,
5143-1,Basic Bricks Yellow,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,62,,21,0,,0,
5144-1,Basic Bricks Black,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,62,,29,0,,0,
5145-1,Basic Bricks Grey,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,62,,32,0,,0,
5146-1,Plates Assorted Blue,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,42,,30,0,,0,
5147-1,Plates Assorted Red,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,42,,31,0,,0,
5149-1,Doors and Windows,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,38,,140,0,,0,
5151-1,Roof Bricks Steep 45 Degrees Red,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,59,,87,0,,0,
5152-1,Roof Bricks Shallow 25 Degrees Red,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,60,,94,0,,2,12.705
5289-1,Toggle Joints and Connectors,1996,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,64,,23,0,,0,
5290-1,"Plates, Gear Racks",1996,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,16,,28,0,,0,
5291-1,"Lift-Arms, Triangles",1996,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,12,,36,0,,0,
5292-1,Technic Suitcase,1996,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,1,,114,0,,0,
5293-1,Battery Box - Basic and Technic,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,1,,60,0,,0,
5309-1,Wagon Plate Red 6 x 28,1996,Service Packs,Miscellaneous,Trains,Normal,Polybag,0,LEGO exclusive,1,,77,0,,4,21.25
5310-1,Light Brick Conductor (9V),1996,Service Packs,Miscellaneous,Trains,Normal,Polybag,0,LEGO exclusive,4,,85,0,,0,
5311-1,"Two 2 x 2 Plates with Wire, 25.6 cm",1996,Service Packs,Miscellaneous,Trains,Normal,Polybag,0,LEGO exclusive,1,,66,0,,0,
5395-1,Belville Hospital Accessories,1996,Service Packs,Miscellaneous,Belville,Normal,Polybag,0,LEGO exclusive,5,,30,0,,0,
5396-1,Transparent Windows and Bricks,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,8,,53,0,,0,
5397-1,Magnet and Magnet Holder,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,12,,46,0,,0,
5398-1,Decorated Elements,1996,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,43,,86,0,,0,
5571-1,Giant Truck,1996,Model Team,Model making,,Normal,Box,0,Retail,1757,,1400,4.7,,0,
5820-1,Belville Garden Fun,1996,Belville,Girls,,Normal,{Not specified},1,{Not specified},29,1,238,0,,0,
5835-1,Belville Dance Studio,1996,Belville,Girls,,Normal,{Not specified},1,{Not specified},36,1,228,0,,0,
5875-1,Belville Hospital Ward,1996,Belville,Girls,,Normal,{Not specified},0,{Not specified},96,4,199,0,,1,110
5876-1,Belville Hospital Ward,1996,Belville,Girls,,Normal,{Not specified},1,{Not specified},96,4,61,0,,0,
