Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price
1742-1,(Unnamed),1994,Town,Modern day,Leisure,Normal,Box,0,Retail - limited,81,1,179,0,,0,
1755-1,Medium Bulk Bucket,1994,Duplo,Pre-school,,Normal,Bucket,0,Retail - limited,60,2,11,0,,0,
1757-1,Large Bulk Bucket,1994,Duplo,Pre-school,,Normal,Bucket,0,Retail - limited,87,3,15,0,,0,
1775-1,Aircraft,1994,Town,Modern day,Special,Normal,Box,0,Promotional (Airline),153,3,337,0,,1,150
1790-1,Shark Fisherman,1994,Town,Modern day,Leisure,Normal,Box,0,Retail - limited,19,1,211,0,,0,
1791-1,Windsurfer & Van,1994,Town,Modern day,Leisure,Normal,Box,0,Retail - limited,70,1,312,0,,0,
1792-1,Pleasure Cruiser,1994,Town,Modern day,Leisure,Normal,Box,0,Retail - limited,66,1,243,0,,0,
1794-1,Dragon Master Chariot,1994,Castle,Historical,Dragon Knights,Normal,Box,0,Retail - limited,36,1,899,3.5,,0,
1795-1,Imperial Cannon,1994,Pirates,Historical,Imperial Guards,Normal,Box,0,Retail - limited,36,1,929,0,,0,
1798-1,Building Table,1994,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},3,,59,0,,0,
1865-1,Airliner,1994,Basic,Basic,,Normal,Polybag,0,Promotional (Airline),28,,177,0,,0,
1871-1,Pirate's Cannon,1994,Pirates,Historical,,Normal,Box,0,Retail - limited,16,1,570,0,,0,
1872-1,Soldiers Forge,1994,Pirates,Historical,,Normal,Box,0,Retail - limited,28,2,554,0,,0,
1873-1,Pirates Treasure,1994,Pirates,Historical,,Normal,Box,0,Retail - limited,45,1,534,0,,0,
1900-2,Special Bonus Pack,1994,Assorted,Miscellaneous,Bonus/Value Pack,Collection,Box,0,Retail - limited,88,,23,0,,0,
1904-1,Bulk Box,1994,Duplo,Pre-school,,Normal,Box,0,Retail - limited,,,9,0,,,
1906-1,Majisto's Tower,1994,Castle,Historical,Dragon Knights,Normal,Box,0,Retail - limited,195,3,1242,4,,0,
1922-1,Duplo Bucket,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},50,1,18,0,,0,
1935-1,Robbin Rabbit Building Set,1994,Duplo,Pre-school,,Normal,Box,0,Retail - limited,,,9,0,,,
1945-1,Playmates building set,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},16,1,14,0,,0,
2317-1,Police Building Set,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},11,1,39,0,,0,
2327-1,Supplementary Set,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},19,1,23,0,,0,
2337-1,Rover's Building Set,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},32,,18,0,,0,
2347-1,Barnaby Bear's Building Set,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},41,,19,0,,0,
2352-1,Giraffe Bucket,1994,Duplo,Pre-school,,Normal,Bucket,0,Retail - limited,,,11,0,,,
2359-1,Elephant Bucket,1994,Duplo,Pre-school,,Normal,Bucket,0,Retail - limited,46,4,11,0,,0,
2380-1,Panda's Building Bonanza,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},78,2,21,0,,0,
2390-1,Maxi Building Bucket,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},27,2,18,0,,0,
2393-1,Medium Bucket,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},40,1,15,0,,0,
2394-1,Large Bucket,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},50,2,39,0,,0,
2396-1,Extra Large Bucket,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},55,1,20,0,,0,
2397-1,Circus Bucket,1994,Duplo,Pre-school,,Normal,Bucket,0,Retail - limited,41,1,15,0,,0,
2398-1,Duplo Bucket,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},65,1,14,0,,0,
2444-1,Lil' Circus,1994,Duplo,Pre-school,,Normal,{Not specified},0,Retail - limited,8,1,13,0,,0,
2445-1,Farm Yard,1994,Duplo,Pre-school,,Normal,{Not specified},0,Retail - limited,19,1,21,0,,0,
2608-1,DUPLO Family,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},5,6,51,0,,0,
2616-1,Mini Safari,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},4,1,63,0,,0,
2621-1,Octan Motorbike Transporter,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},4,1,83,0,,0,
2621-2,Tractor,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},2,1,31,0,,0,
2680-1,Doctor's Surgery,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},10,3,24,0,,0,
2681-1,Lion Safari,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},16,2,36,0,,0,
2682-1,Ambulance,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},5,3,68,0,,0,
2688-1,Health Center,1994,Duplo,Pre-school,,Normal,Box,0,Retail,34,5,38,0,,0,
2689-1,Savannah Animals,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},28,3,40,0,,0,
2738-1,Train Bridge,1994,Duplo,Pre-school,Trains,Normal,{Not specified},0,{Not specified},11,,299,0,,0,
2784-1,Mother and Baby,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},2,2,64,0,,0,
2786-1,Laundry Room,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},8,1,68,0,,0,
2787-1,Nursery,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},11,2,71,0,,0,
2788-1,Kitchen,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},19,1,31,0,,0,
2789-1,Bathroom,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},17,2,24,0,,0,
2790-1,Play Room,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},29,2,26,0,,0,
2792-1,Granny's House,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},44,2,40,0,,0,
2794-1,My House,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},76,3,44,0,,0,
2795-1,Playhouse Bucket,1994,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},34,2,40,0,,0,
4525-1,Road and Rail Repair,1994,Trains,Modern day,9V,Normal,Box,0,Retail,84,1,2152,3.9,,0,
4544-1,Car Transport Wagon with Car,1994,Trains,Modern day,9V,Normal,Box,0,Retail,143,1,1264,3.8,,0,
4564-1,Freight Rail Runner,1994,Trains,Modern day,9V,Normal,Box,0,Retail,587,3,1702,4.7,,0,
5092-1,Two Duplo Sleeping Bags,1994,Service Packs,Miscellaneous,Duplo,Normal,Polybag,0,LEGO exclusive,2,,14,0,,0,
5094-1,Duplo Window and Shower Curtains,1994,Service Packs,Miscellaneous,Duplo,Normal,Polybag,0,LEGO exclusive,3,,18,0,,0,
5121-1,Decorated Elements,1994,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,29,,92,0,,2,20
5122-1,Pirate Accessories,1994,Service Packs,Miscellaneous,Pirates,Normal,Polybag,0,LEGO exclusive,22,,97,0,,0,
5124-1,Wheels and Bearings,1994,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,28,,26,0,,0,
5137-1,Town Accessories,1994,Service Packs,Miscellaneous,Town,Normal,Polybag,0,LEGO exclusive,44,,119,0,,0,
5138-1,Castle Accessories,1994,Service Packs,Miscellaneous,Castle,Normal,Polybag,0,LEGO exclusive,35,,65,0,,2,176.391
5139-1,Pirate Cannon and Wheels,1994,Service Packs,Miscellaneous,Pirates,Normal,Polybag,0,LEGO exclusive,28,,55,0,,0,
5245-1,"Universal Joint, Differential Housing and Gear Wheels",1994,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,6,,35,0,,0,
5278-1,Chain Links,1994,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,35,,47,0,,0,
5281-1,Balloon Tyres 49.6 mm,1994,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,4,,23,0,,0,
5282-1,Balloon Tyres 68.8 mm,1994,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,4,,38,0,,0,
5283-1,Balloon Tyres 43.2 mm,1994,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,4,,25,0,,0,
5284-1,Loading Grabs with Crane Hook,1994,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,3,,54,0,,0,
5285-1,Two Large Shock Absorbers,1994,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,2,,30,0,,0,
5286-1,Toggle Joints and Connectors,1994,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,64,,25,0,,0,
5308-1,Headlight Brick,1994,Service Packs,Miscellaneous,Trains,Normal,Polybag,0,LEGO exclusive,3,,39,0,,0,
5591-1,Mach II Red Bird Rig,1994,Model Team,Model making,,Normal,Box,0,Retail,1172,,1354,4.6,,0,
5860-1,Love 'N' Lullabies,1994,Belville,Girls,,Normal,{Not specified},0,{Not specified},52,2,304,0,,1,35
5870-1,Pretty Playland,1994,Belville,Girls,,Normal,{Not specified},0,{Not specified},92,2,311,0,,0,
5880-1,Prize Pony Stables,1994,Belville,Girls,,Normal,{Not specified},0,{Not specified},119,2,246,0,,0,
5890-1,Pretty Wishes Playhouse,1994,Belville,Girls,,Normal,{Not specified},0,{Not specified},213,4,215,0,,1,260
6236-1,King Kahuka,1994,Pirates,Historical,Islanders,Normal,Box,0,Retail,45,1,5981,3.5,,1,100
6246-1,Crocodile Cage,1994,Pirates,Historical,Islanders,Normal,Box,0,Retail,59,2,5857,4,,2,129
6256-1,Islander Catamaran,1994,Pirates,Historical,Islanders,Normal,Box,0,Retail,63,2,5308,4,,2,125
6262-1,King Kahuka's Throne,1994,Pirates,Historical,Islanders,Normal,Box,0,Retail,146,5,3624,4,,0,
6264-1,Forbidden Cove,1994,Pirates,Historical,Islanders,Normal,Box,0,Retail,214,4,3786,4.2,,0,
6278-1,Enchanted Island,1994,Pirates,Historical,Islanders,Normal,Box,0,Retail,428,7,3717,4.6,,0,
6340-1,Hook & Ladder,1994,Town,Modern day,Fire,Normal,Box,0,Retail,177,2,3268,4.2,,1,89.95
6341-1,Gas and Go Flyer,1994,Town,Modern day,Flight,Normal,Box,0,Retail,106,2,2769,3.7,,0,
6348-1,Surveillance Squad,1994,Town,Modern day,Police,Normal,Box,0,Retail,311,3,3867,4.3,,1,222.895
6350-1,Pizza To Go,1994,Town,Modern day,Shops and Services,Normal,Box,0,Retail,152,3,4711,4.5,,4,175
6402-1,Sidewalk Café,1994,Town,Modern day,Paradisa,Normal,Box,0,Retail,47,2,2374,3.9,,2,49.99
6410-1,Cabana Beach,1994,Town,Modern day,Paradisa,Normal,Box,0,Retail,152,4,1354,4,,0,
6483-1,Coastal Patrol,1994,Town,Modern day,Police,Normal,Box,0,Retail,243,3,1116,4.2,,1,246
6514-1,Trail Ranger,1994,Town,Modern day,Vehicles,Normal,Box,0,Retail,36,1,3809,3.7,,0,
6515-1,Stunt Copter,1994,Town,Modern day,Flight,Normal,Box,0,Retail,35,1,3972,3.3,,0,
6537-1,Hydro Racer,1994,Town,Modern day,Boats,Normal,Box,0,Retail,50,1,4621,3.9,,0,
6538-1,Rebel Roadster,1994,Town,Modern day,Vehicles,Normal,Box,0,Retail,57,1,4742,4,,0,
6543-1,Sail N' Fly Marina,1994,Town,Modern day,Boats,Normal,Box,0,Retail,709,7,1740,4.5,,0,
6561-1,Hot Rod Club,1994,Town,Modern day,Vehicles,Normal,Box,0,Retail,237,3,2712,4.3,,0,
6571-1,Flame Fighters,1994,Town,Modern day,Fire,Normal,Box,0,Retail,428,4,2112,4.3,,0,
6597-1,Century Skyway,1994,Town,Modern day,Flight,Normal,Box,0,Retail,894,12,1685,4.6,,1,499.99
6665-1,River Runners,1994,Town,Modern day,Leisure,Normal,Box,0,Retail,77,3,4953,3.9,,3,36
6666-1,Ambulance,1994,Town,Modern day,Medical,Normal,Box,0,Retail,79,2,3984,3.9,,1,45
6705-1,Space Explorers,1994,Space,Action/Adventure,Miscellaneous,Normal,Box,0,Retail,39,5,2094,4.1,,2,108
6835-1,Saucer Scout,1994,Space,Action/Adventure,Spyrius,Normal,Box,0,Retail,47,1,6423,3.6,,1,85.5
6889-1,Recon Robot,1994,Space,Action/Adventure,Spyrius,Normal,Box,0,Retail,135,1,5077,3.9,,0,
6939-1,Saucer Centurion,1994,Space,Action/Adventure,Spyrius,Normal,Box,0,Retail,222,2,3771,4.1,,1,379.99
6949-1,Robo-Guardian,1994,Space,Action/Adventure,Spyrius,Normal,Box,0,Retail,369,3,4144,4.4,,0,
6959-1,Lunar Launch Site,1994,Space,Action/Adventure,Spyrius,Normal,Box,0,Retail,287,3,2330,3.6,,0,
6991-1,Monorail Transport Base,1994,Space,Action/Adventure,Unitron,Normal,Box,0,Retail,573,4,1817,4.4,,1,1500
8032-1,Multi Functional Starter Set,1994,Technic,Technical,Universal,Normal,Box,0,Retail,215,,1394,3.6,,0,
8062-1,Briefcase Set,1994,Technic,Technical,Universal,Normal,Other,0,Retail,403,,1276,4.2,,1,244.99
8808-1,F1 Racer ,1994,Technic,Technical,,Normal,Box,0,Retail,94,,2645,3.8,,0,
8812-1,Helicopter,1994,Technic,Technical,,Normal,Box,0,Retail,147,,1918,3.2,,0,
8816-1,Off-Roader,1994,Technic,Technical,,Normal,Box,0,Retail,184,,1825,3.6,,0,
8829-1,Dune Blaster,1994,Technic,Technical,,Normal,Box,0,Retail,278,,982,0,,0,
8858-1,Rebel Wrecker,1994,Technic,Technical,,Normal,Box,0,Retail,461,,1570,3.9,,0,
8880-1,Super Car,1994,Technic,Technical,,Normal,Box,0,Retail,1343,,5048,4.5,,0,
9408-1,Spyrius Key Chain,1994,Gear,Miscellaneous,Key Chains/Space,Gear,Polybag,0,Retail - limited,,,11,0,,,
9607-1,Technology Activity Set (Manufacturing Systems Set),1994,Dacta,Educational,Technic,Normal,{Not specified},0,{Not specified},298,,18,0,,0,
9627-1,Technology Group Activity Set,1994,Dacta,Educational,Technic,Normal,{Not specified},0,{Not specified},1132,,10,0,,0,
BK27SPR1994-1,BRICK KICKS Spring 1994,1994,Books,Miscellaneous,Brick Kicks,Book,{Not specified},0,{Not specified},,,13,0,,,
BK28SUM1994-1,BRICK KICKS Summer 1994,1994,Books,Miscellaneous,Brick Kicks,Book,{Not specified},0,{Not specified},,,12,0,,,
BK29FAL1994-1,BRICK KICKS Fall 1994,1994,Books,Miscellaneous,Brick Kicks,Book,{Not specified},0,{Not specified},,,13,0,,,
MM01WIN1994-1,Mania Magazine Winter 1994,1994,Books,Miscellaneous,Mania Magazine,Book,{Not specified},0,{Not specified},,,10,0,,,
22-Mar,Value Pack Italy,1995,Assorted,Miscellaneous,,Collection,{Not specified},0,{Not specified},91,,23,0,,0,
23-Feb,Value Pack Italy,1995,Town,Modern day,Product Collection,Collection,{Not specified},0,{Not specified},156,,32,0,,0,
1270-3,Trial Size Bag (Coloraction promotion),1995,Creator,Model making,Promotional,Normal,Polybag,0,Promotional,15,,13,0,,0,
1660-1,Kronprins Frederik Ferry,1995,Promotional,Miscellaneous,Ferries,Normal,Box,0,Promotional,163,,108,0,,0,
1714-1,Surveillance Scooter,1995,Space,Action/Adventure,Spyrius,Normal,Polybag,0,Retail - limited,22,1,1226,3.6,,1,25
1715-1,Standard Bricks,1995,Basic,Basic,,Normal,Box,0,Retail - limited,400,,80,0,,0,
1719-2,Freestyle Bricks and Plates,1995,Freestyle,Basic,,Normal,Box,0,Retail,199,,23,0,,,
1734-1,Large Clown Bucket,1995,Duplo,Pre-school,,Normal,Bucket,0,Retail,77,,15,0,,0,
1736-1,Wizard's Cart,1995,Castle,Historical,Dragon Knights,Normal,Box,0,Retail,17,1,2339,3.8,,0,
1743-1,"Standard Bricks, 5+",1995,Basic,Basic,,Normal,Box,0,Retail,400,,72,0,,0,
1744-1,Medium Bucket,1995,Duplo,Pre-school,,Normal,Bucket,0,Retail - limited,51,1,29,0,,0,
1745-1,"Standard Bricks, 3+",1995,Basic,Basic,,Normal,Box,0,Retail,404,,29,0,,0,
1746-1,Wiz the Wizard,1995,Castle,Historical,Dragon Knights,Normal,Polybag,0,Retail - limited,17,1,675,0,,0,
1756-1,Animals,1995,Basic,Basic,,Normal,Polybag,0,Retail - limited,8,,125,0,,0,
1758-1,Animals,1995,Basic,Basic,,Normal,Polybag,0,Retail - limited,7,,105,0,,0,
1759-1,Parrot,1995,Duplo,Pre-school,,Normal,Polybag,0,Promotional,7,,50,0,,0,
1760-1,Go-Kart,1995,Town,Modern day,Racing,Normal,Box,0,Retail,16,1,1879,2.7,,0,
1761-1,Paradisa Speedboat,1995,Town,Modern day,Paradisa,Normal,Box,0,Retail - limited,21,1,1429,2.9,,1,17
1762-1,Go-Kart,1995,Town,Modern day,Racing,Normal,Polybag,0,Retail - limited,16,1,347,0,,0,
1764-1,Birthday Building Set,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},100,,18,0,,0,
1765-1,Small Bucket,1995,Duplo,Pre-school,,Normal,Bucket,0,LEGO exclusive,34,,12,0,,0,
1766-1,Small Freestyle Bucket,1995,Freestyle,Basic,,Normal,Bucket,0,Retail,109,,31,0,,0,
1767-1,Animals,1995,Basic,Basic,,Normal,Polybag,0,Retail - limited,6,,85,0,,0,
1768-1,Animals,1995,Basic,Basic,,Normal,Polybag,0,Retail - limited,10,,110,0,,0,
1785-1,Crater Critters,1995,Space,Action/Adventure,Miscellaneous,Normal,Box,0,Retail - limited,143,,607,0,,0,
1786-1,Jailbreak Joe,1995,Town,Modern day,Police,Normal,Box,0,Retail - limited,186,4,623,0,,0,
1787-1,Crater Cruiser,1995,Space,Action/Adventure,Unitron,Normal,Box,0,Retail - limited,183,2,1149,3.7,,0,
1788-1,Treasure Chest,1995,Pirates,Historical,,Normal,Box,0,Retail - limited,159,4,896,4.1,,2,800
1789-1,Star Hawk II,1995,Space,Action/Adventure,Unitron,Normal,Box,0,Retail - limited,292,2,1137,4.2,,0,
1793-1,Space Station Zenon,1995,Space,Action/Adventure,Unitron,Normal,Box,0,Retail - limited,346,3,613,3.7,,0,
1805-1,Small Bucket,1995,Duplo,Pre-school,,Normal,Bucket,0,Retail - limited,32,,17,0,,0,
1807-1,Santa Claus and Sleigh,1995,Town,Modern day,Seasonal,Normal,Polybag,0,Retail - limited,17,1,424,0,,2,6
1811-1,Safari,1995,Duplo,Pre-school,,Normal,Box,0,Retail - limited,27,1,17,0,,0,
1814-1,Starter Set,1995,Duplo,Pre-school,Toolo,Normal,{Not specified},0,{Not specified},23,1,54,0,,0,
1819-1,Large Bucket,1995,Basic,Basic,,Normal,Bucket,0,Retail - limited,950,,173,0,,0,
1820-1,Primo Sample Set,1995,Primo,Pre-school,,Normal,Polybag,0,Retail - limited,,,8,0,,,
1822-1,Sea Claw 7,1995,Aquazone,Action/Adventure,Aquanauts,Normal,Box,0,Retail - limited,192,2,2234,3.7,,2,123.66
1828-1,Animals,1995,Basic,Basic,,Normal,Polybag,0,Retail - limited,7,,84,0,,0,
1831-1,Maersk Line Container Lorry,1995,Town,Modern day,Special,Normal,Box,0,Promotional,211,1,274,0,,0,
1836-1,Animal Friends,1995,Freestyle,Basic,,Normal,Box,0,Promotional,9,,171,0,,0,
1837-1,Freestyle Set,1995,Freestyle,Basic,,Normal,Box,0,Promotional,11,,180,0,,0,
1838-1,Animal Friends,1995,Freestyle,Basic,,Normal,Box,0,Promotional,16,,147,0,,0,
1839-1,Freestyle Set,1995,Freestyle,Basic,,Normal,Box,0,Promotional,19,,91,0,,0,
1840-1,Trial Size Bag,1995,Freestyle,Basic,,Normal,Polybag,0,{Not specified},23,,72,0,,1,6.7
1844-1,Large Green Bucket,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},90,3,23,0,,0,
1850-1,Trial Size Bag,1995,Freestyle,Basic,,Normal,Polybag,0,{Not specified},27,,40,0,,0,
1852-1,Alligator Bucket,1995,Duplo,Pre-school,,Normal,Bucket,0,Retail,43,,18,0,,0,
1860-1,Trial Size Bag,1995,Freestyle,Basic,,Normal,Polybag,0,{Not specified},30,1,48,0,,0,
1863-1,Freestyle Trial Set,1995,Freestyle,Basic,,Normal,Box,0,Retail - limited,11,,26,0,,0,
1870-1,Trial Size Bag,1995,Freestyle,Basic,,Normal,Polybag,0,{Not specified},36,,49,0,,0,
1954-1,Surveillance Scooter,1995,Space,Action/Adventure,Spyrius,Normal,Box,0,Retail,23,1,1661,3.5,,0,
2080-1,Small Stack 'n' Learn Set,1995,Duplo,Pre-school,Primo,Normal,{Not specified},0,{Not specified},9,,41,0,,0,
2082-1,Medium Stack 'n' Learn Set,1995,Duplo,Pre-school,Primo,Normal,{Not specified},0,{Not specified},9,1,33,0,,0,
2084-1,Large Stack 'n' Learn Set,1995,Duplo,Pre-school,Primo,Normal,{Not specified},0,{Not specified},14,1,32,0,,0,
2086-1,XLarge Stack 'n' Learn Set,1995,Duplo,Pre-school,Primo,Normal,{Not specified},0,{Not specified},18,2,28,0,,0,
2090-1,Baby Storage Bear,1995,Primo,Pre-school,,Normal,{Not specified},0,{Not specified},18,1,40,0,,0,
2320-1,Small Basic Box,1995,Basic,Basic,,Normal,Box,0,Retail - limited,10,,16,0,,0,
2324-1,Large Giraffe Bucket,1995,Duplo,Pre-school,,Normal,Bucket,0,Retail - limited,48,2,13,0,,0,
2326-1,Green elephant bucket XL,1995,Duplo,Pre-school,,Normal,Tub,0,Retail - limited,63,3,14,0,,0,
2338-1,Kitty Cat's Building Set,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},36,,22,0,,0,
2342-1,Small Animals Bucket,1995,Duplo,Pre-school,,Normal,Bucket,0,Retail - limited,35,1,12,0,,0,
2362-1,Large Circus Bucket,1995,Duplo,Pre-school,,Normal,Bucket,0,Retail - limited,57,2,16,0,,0,
2364-1,Circus Bucket Green,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},40,2,21,0,,0,
2368-1,XLarge Basic Bucket,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},71,1,25,0,,0,
2659-1,Baby Animals,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},8,,78,0,,0,
2663-1,Water Animals,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},20,1,46,0,,0,
2665-1,Wild Cats,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},21,2,30,0,,0,
2667-1,Animals Park,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},42,2,23,0,,0,
2670-1,Water Park,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},42,5,38,0,,0,
2690-1,Fire Chief,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},6,1,70,0,,0,
2691-1,Fire Engine,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},12,1,65,0,,0,
2692-1,Fire Heliport,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},18,2,26,0,,0,
2693-1,Fire Station,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},47,3,32,0,,0,
2783-1,Ironing Room,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},6,1,34,0,,1,20
2785-1,Living Room,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},9,1,42,0,,0,
2796-1,Pink Carry Case with Handle,1995,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},21,3,26,0,,0,
2915-1,Mini Digger,1995,Duplo,Pre-school,Toolo,Normal,{Not specified},0,{Not specified},16,1,84,0,,0,
2925-1,Helicopter,1995,Duplo,Pre-school,Toolo,Normal,{Not specified},0,{Not specified},20,1,44,0,,0,
2945-1,Space Center,1995,Duplo,Pre-school,Toolo,Normal,{Not specified},0,{Not specified},47,2,30,0,,0,
2960-1,Tool Box,1995,Duplo,Pre-school,Toolo,Normal,{Not specified},0,{Not specified},42,2,57,0,,0,
4130-1,Daft 'n' Dotty,1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},37,,137,0,,0,
4131-1,"Freestyle Building Set, 3+",1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},71,,178,0,,0,
4132-1,3+ Tote Pack,1995,Freestyle,Basic,,Normal,Box with handle,0,{Not specified},111,,94,0,,0,
4133-1,"Freestyle Bucket, 3+",1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},135,,123,0,,0,
4134-1,"Freestyle Bucket, 3+",1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},252,,82,0,,0,
4142-1,"Freestyle Building Set, 4+",1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},98,,95,0,,0,
4143-1,"Freestyle Building Set, 4+",1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},196,,59,0,,0,
4144-1,"Freestyle Brick Vac Bus, 4+",1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},141,,56,0,,0,
4145-1,"Freestyle Playcase (M), 4+",1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},249,,114,0,,0,
4146-1,"Freestyle Bucket, 4+",1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},410,,60,0,,0,
4150-1,Building Set 5+,1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},88,1,120,0,,0,
4151-1,"Girl's Freestyle Set, 5+",1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},272,2,158,0,,0,
4152-1,"Freestyle Bucket, 5+",1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},400,,141,0,,0,
4153-1,"Freestyle Playcase (L), 5+",1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},687,2,150,0,,0,
4161-1,"Girl's Freestyle Suitcase, 6+",1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},283,2,108,0,,0,
4162-1,"Freestyle Multibox, 6+",1995,Freestyle,Basic,,Normal,{Not specified},0,{Not specified},592,,158,0,,0,
4163-1,"Electric Freestyle Set, 6+",1995,Freestyle,Basic,,Normal,Box,0,Retail,349,,168,0,,0,
4552-1,Cargo Crane,1995,Trains,Modern day,9V,Normal,Box,0,Retail,282,2,1668,4.5,,1,242
4555-1,Cargo Station,1995,Trains,Modern day,9V,Normal,Box,0,Retail,389,3,1550,4.3,,1,250
5088-1,Duplo Long Beams 2 x 8 Red and Yellow,1995,Service Packs,Miscellaneous,Duplo,Normal,Polybag,0,LEGO exclusive,4,,18,0,,0,
5125-1,Space Port Accessories (Launch Command Accessories),1995,Service Packs,Miscellaneous,Town,Normal,Polybag,0,LEGO exclusive,31,,85,0,,1,19.95
5126-1,Crane and Digger Accessories,1995,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,18,,64,0,,0,
5127-1,Antennas and Control Sticks,1995,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,37,,50,0,,0,
5132-1,"Wheels, Bearings and Suspension",1995,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,32,,59,0,,0,
5134-1,Pirate Cannons with Wheels,1995,Service Packs,Miscellaneous,Pirates,Normal,Polybag,0,LEGO exclusive,28,,75,0,,0,
5135-1,Castle Accessories,1995,Service Packs,Miscellaneous,Castle,Normal,Polybag,0,LEGO exclusive,30,,117,0,,4,45
5136-1,Belville Accessories,1995,Service Packs,Miscellaneous,Belville,Normal,Polybag,0,LEGO exclusive,10,,29,0,,5,8.99
